Age,Income,PurchaseFrequency,Revenue,MarketingCost,CustomerID,Visitors,Purchases,Gender,Channel,Campaign,Impressions,Clicks,Churn
42,76389,3,5952,525,1039,787,8,Female,Email,Summer Sale,9266,973,1
21,56808,1,690,2408,1040,471,1,Female,Email,Fall Sale,8520,292,1
30,37391,14,7553,1913,1041,937,3,Female,Email,Winter Sale,1415,729,0
62,77455,15,9071,4071,1042,182,5,Male,Direct Mail,Fall Sale,4596,959,1
26,31832,1,9252,2351,1043,746,7,Female,Direct Mail,Spring Sale,9178,431,1
38,67317,14,2974,358,1044,733,1,Male,Social Media,Winter Sale,2556,727,1
50,79711,18,2794,1595,1045,641,5,Female,Email,Summer Sale,9047,597,1
27,47475,12,2840,2539,1046,660,7,Male,Social Media,Spring Sale,6430,259,0
46,77143,13,2583,3323,1047,410,2,Female,Social Media,Fall Sale,6797,197,1
44,35689,1,4668,1452,1048,390,8,Female,TV,Spring Sale,2322,658,1
39,49092,13,5121,1590,1049,902,2,Female,Social Media,Winter Sale,8024,286,0
25,34578,9,8404,74,1050,380,3,Male,Social Media,Summer Sale,2908,764,0
45,32102,5,6048,837,1051,801,7,Male,TV,Fall Sale,4959,191,0
50,88198,14,6229,781,1052,818,8,Female,Email,Summer Sale,7327,670,1
48,84609,16,2572,129,1053,354,8,Female,TV,Winter Sale,5295,859,0
28,31923,7,5517,77,1054,632,2,Female,Direct Mail,Summer Sale,3087,602,1
33,95992,1,7664,3579,1055,725,9,Female,TV,Spring Sale,5617,272,0
21,70907,10,9118,1202,1056,450,9,Female,TV,Fall Sale,3402,675,1
27,57845,8,1535,3447,1057,784,3,Male,Social Media,Spring Sale,1208,66,1
61,51866,19,2741,592,1058,150,9,Male,Social Media,Spring Sale,4139,392,0
38,75429,5,7627,3450,1059,468,3,Male,Radio,Fall Sale,7449,504,0
35,46296,10,4356,1138,1060,682,9,Male,Radio,Winter Sale,2745,19,1
52,48190,18,491,849,1061,733,6,Female,Direct Mail,Winter Sale,5017,732,1
58,93245,16,5483,3793,1062,710,4,Male,Direct Mail,Summer Sale,4069,431,1
64,95230,12,7726,805,1063,251,6,Male,Radio,Spring Sale,3804,266,1
26,65687,4,8534,3853,1064,230,3,Male,Direct Mail,Winter Sale,5410,37,1
26,76536,14,9938,2017,1065,870,7,Male,Radio,Spring Sale,7316,295,1
33,35994,9,5924,4999,1066,273,4,Female,Social Media,Summer Sale,7248,889,1
18,57871,7,2410,1089,1067,468,1,Male,Direct Mail,Spring Sale,2623,476,0
51,82855,13,767,2402,1068,227,7,Female,Social Media,Summer Sale,3291,971,1
34,71395,18,4267,2677,1069,277,7,Female,Direct Mail,Summer Sale,7915,229,0
59,89229,8,2557,2142,1070,915,8,Female,Email,Winter Sale,4722,365,1
42,90798,18,8913,1511,1071,499,3,Female,Social Media,Fall Sale,5952,106,0
62,39384,2,3736,4342,1072,124,6,Female,Social Media,Spring Sale,3706,808,1
27,84129,11,8947,1318,1073,420,4,Male,Direct Mail,Spring Sale,2802,888,1
43,41862,19,5346,1908,1074,412,9,Female,Email,Spring Sale,5877,533,0
54,59786,18,5720,4616,1075,452,5,Male,TV,Winter Sale,4344,491,0
51,67341,4,7731,1605,1076,521,4,Male,Email,Summer Sale,4205,4,1
41,98251,5,7513,4784,1077,820,2,Male,TV,Winter Sale,6557,615,0
44,34901,17,3652,1838,1078,916,8,Male,TV,Spring Sale,7759,150,0
19,38467,13,2123,4282,1079,809,4,Male,Email,Spring Sale,3057,597,1
46,67886,18,9300,860,1080,261,7,Female,Social Media,Summer Sale,1477,531,0
31,87530,5,8785,1334,1081,989,9,Male,Email,Summer Sale,7552,164,1
69,91802,5,2686,4685,1082,895,8,Female,Radio,Winter Sale,7708,965,0
28,87564,9,2832,1373,1083,451,9,Female,Radio,Winter Sale,6836,442,1
25,42101,1,5376,2422,1084,310,1,Female,Radio,Winter Sale,8170,404,1
63,99299,9,5627,4915,1085,366,1,Male,TV,Fall Sale,2016,528,0
21,97190,10,6101,131,1086,574,8,Female,Email,Summer Sale,3665,836,0
53,93747,13,389,2130,1087,814,2,Female,Social Media,Summer Sale,9023,752,0
31,78819,10,1834,3818,1088,467,7,Female,Email,Winter Sale,4172,333,0
26,73373,1,9663,3360,1089,602,1,Female,Email,Spring Sale,5109,502,1
65,58994,17,6485,4455,1090,955,6,Female,Direct Mail,Spring Sale,7411,931,0
28,77075,7,9478,3437,1091,880,2,Female,Email,Fall Sale,9310,837,1
48,31155,11,8963,440,1092,614,3,Male,Email,Summer Sale,4604,185,1
23,37591,2,711,2037,1093,452,3,Female,Social Media,Summer Sale,7896,696,1
23,66617,13,5149,2885,1094,192,4,Female,TV,Summer Sale,6170,613,0
24,77242,2,1518,557,1095,962,6,Male,TV,Fall Sale,4097,94,0
40,81147,11,7269,3570,1096,349,3,Female,Direct Mail,Summer Sale,8762,846,0
52,56802,16,6057,4294,1097,664,7,Male,Social Media,Summer Sale,2822,903,1
28,38481,6,8212,3408,1098,926,8,Male,Direct Mail,Winter Sale,3884,539,0
19,39555,11,7515,1457,1099,371,2,Female,Email,Fall Sale,1398,540,0
69,48530,4,1287,2066,1100,311,2,Female,Email,Winter Sale,2108,934,0
47,92222,17,429,3282,1101,582,3,Male,Email,Summer Sale,8606,24,0
35,46007,1,4914,1161,1102,125,9,Female,Direct Mail,Winter Sale,4469,243,1
48,61292,13,7790,2474,1103,265,2,Female,Direct Mail,Summer Sale,1306,417,1
46,61226,2,1299,4853,1104,980,7,Female,TV,Spring Sale,3499,543,1
19,93353,10,8868,2809,1105,109,1,Male,Social Media,Spring Sale,3718,415,0
21,67621,13,4604,1105,1106,698,5,Male,Social Media,Spring Sale,9692,430,0
40,62161,12,8490,1963,1107,317,7,Female,Email,Winter Sale,4860,829,0
41,65407,2,8960,1490,1108,373,5,Male,Radio,Spring Sale,7861,228,1
25,48403,8,5589,2775,1109,100,6,Female,TV,Fall Sale,3829,125,1
21,75837,5,7126,563,1110,695,6,Male,Direct Mail,Fall Sale,3590,572,0
20,78530,3,2818,1204,1111,857,6,Male,Radio,Spring Sale,1775,647,0
43,76129,9,4692,2464,1112,742,2,Female,Social Media,Winter Sale,2716,494,0
66,54926,12,7701,2674,1113,635,3,Male,Social Media,Winter Sale,3128,813,0
47,83371,11,4404,4801,1114,583,8,Female,TV,Winter Sale,1522,960,0
52,54699,9,4184,3288,1115,281,6,Female,Direct Mail,Summer Sale,7469,939,1
55,33965,16,6201,2848,1116,750,9,Male,Radio,Winter Sale,6894,201,0
53,45412,19,4556,933,1117,497,7,Male,Email,Summer Sale,2276,649,0
43,57480,14,1537,2875,1118,166,9,Male,Radio,Fall Sale,6044,20,0
64,89566,6,6317,2339,1119,610,1,Female,TV,Fall Sale,2581,229,1
39,89309,8,7137,1156,1120,930,3,Male,Social Media,Spring Sale,3616,542,1
48,67477,9,3137,1998,1121,205,7,Female,TV,Spring Sale,5174,10,1
26,75793,7,7482,2838,1122,239,1,Female,TV,Spring Sale,2231,253,0
52,55480,15,8569,1655,1123,762,2,Female,Social Media,Winter Sale,9468,662,0
67,83445,1,8749,1040,1124,131,8,Male,Email,Spring Sale,9787,443,1
57,58012,9,7710,2288,1125,556,4,Female,Radio,Winter Sale,4590,194,1
33,40114,17,7351,1252,1126,256,6,Female,TV,Winter Sale,3568,889,1
19,93904,19,8565,719,1127,499,5,Male,Direct Mail,Spring Sale,4471,265,0
21,69179,17,6832,145,1128,548,8,Female,Email,Spring Sale,5328,604,0
26,61929,13,6799,3793,1129,598,3,Male,Email,Fall Sale,2232,458,1
66,81391,19,965,525,1130,205,2,Female,Direct Mail,Fall Sale,3523,326,1
32,35831,19,4464,1081,1131,694,9,Male,Social Media,Fall Sale,2313,704,1
27,92562,7,7837,4883,1132,400,3,Female,Direct Mail,Fall Sale,1171,166,1
62,77327,10,1328,4834,1133,615,8,Male,Email,Summer Sale,6641,109,0
34,67717,2,8496,4351,1134,973,5,Female,Email,Fall Sale,6474,77,1
44,78521,16,7821,748,1135,677,9,Male,Radio,Winter Sale,3121,953,1
18,70171,8,1048,3028,1136,484,6,Female,TV,Fall Sale,7567,440,1
58,64655,13,2024,227,1137,470,4,Female,TV,Spring Sale,9013,914,1
38,95380,2,9001,2350,1138,985,9,Female,TV,Winter Sale,4624,92,1
49,93934,6,9702,3588,1139,330,7,Male,TV,Winter Sale,2170,621,0
67,99163,16,1329,2585,1140,515,6,Female,TV,Fall Sale,9714,728,0
58,36681,9,8764,3625,1141,646,1,Male,Social Media,Fall Sale,7988,841,0
52,81247,17,9537,2168,1142,193,7,Male,Email,Winter Sale,6431,136,0
65,90343,1,5505,3943,1143,505,2,Male,Email,Fall Sale,3793,252,1
62,65255,10,6670,322,1144,300,3,Female,Direct Mail,Spring Sale,3814,760,0
54,38576,5,379,1884,1145,177,9,Female,Direct Mail,Winter Sale,8091,534,0
41,95709,12,4049,1256,1146,843,5,Male,Email,Summer Sale,6676,768,1
62,44885,11,8867,1408,1147,448,7,Female,TV,Winter Sale,4514,50,0
32,97688,12,9364,4352,1148,241,6,Female,Email,Summer Sale,7154,901,0
45,35423,6,2075,1139,1149,653,9,Female,Direct Mail,Spring Sale,9447,857,1
27,96880,8,9218,4144,1150,575,1,Female,Social Media,Fall Sale,7595,504,0
31,85451,15,2977,2444,1151,848,2,Male,Social Media,Winter Sale,7585,127,1
54,99583,1,3882,3401,1152,855,7,Male,Radio,Summer Sale,2917,438,0
22,93602,11,1627,470,1153,711,2,Male,TV,Summer Sale,1095,396,0
49,47028,9,3759,4817,1154,503,8,Male,Direct Mail,Summer Sale,6664,916,0
41,56355,14,1404,2297,1155,923,8,Male,Email,Summer Sale,1155,49,1
34,73740,13,9991,4415,1156,949,1,Female,Email,Fall Sale,4440,594,0
61,91233,12,9099,3924,1157,966,3,Male,Direct Mail,Fall Sale,1081,953,1
59,43236,13,2292,1254,1158,319,6,Female,Email,Winter Sale,3615,766,1
20,79211,16,1779,1660,1159,958,2,Male,TV,Spring Sale,7656,631,1
44,35813,2,135,3137,1160,145,6,Male,Direct Mail,Fall Sale,4242,568,0
64,70094,2,7663,55,1161,526,6,Male,Email,Spring Sale,6173,719,0
64,75569,18,3804,1481,1162,289,6,Male,Radio,Fall Sale,6833,772,1
58,49845,10,4367,4570,1163,540,6,Female,Social Media,Spring Sale,9029,966,0
61,59060,15,2565,1113,1164,644,6,Male,TV,Spring Sale,5964,484,1
32,81973,15,8478,3537,1165,704,8,Male,Radio,Fall Sale,1017,991,0
60,86839,8,1072,1852,1166,627,8,Male,Email,Spring Sale,7210,725,1
42,55444,1,6503,508,1167,224,7,Female,Radio,Spring Sale,4895,141,1
45,43226,16,3744,1968,1168,261,1,Male,Email,Summer Sale,2603,81,1
29,78763,16,2177,3380,1169,684,2,Female,TV,Winter Sale,7649,414,1
53,48235,17,4220,1276,1170,399,7,Male,Radio,Spring Sale,9247,340,0
42,41949,16,2272,54,1171,496,3,Female,Radio,Summer Sale,7794,877,1
58,32083,10,9074,2383,1172,761,6,Male,Social Media,Spring Sale,9868,860,0
56,65191,12,989,4333,1173,328,6,Male,Direct Mail,Fall Sale,9741,84,0
32,74668,4,9697,383,1174,679,5,Male,TV,Summer Sale,1121,75,1
37,67275,16,7672,909,1175,102,2,Female,Direct Mail,Spring Sale,3924,396,1
30,59107,8,9011,596,1176,516,1,Male,Email,Spring Sale,7982,335,1
36,93294,5,3045,1608,1177,412,6,Female,Direct Mail,Summer Sale,9873,933,0
41,42982,2,5664,2885,1178,974,9,Male,Email,Fall Sale,6213,680,0
50,46656,3,5769,2874,1179,769,4,Male,Email,Spring Sale,5966,595,0
51,77767,10,2142,4513,1180,750,7,Female,Direct Mail,Spring Sale,1487,775,1
57,98389,19,2769,2882,1181,541,1,Male,TV,Fall Sale,1854,100,0
60,37840,12,9721,3301,1182,368,4,Male,TV,Winter Sale,4647,547,0
31,30124,7,2022,1433,1183,346,8,Female,Direct Mail,Fall Sale,9819,286,1
68,99059,12,2660,1908,1184,805,8,Male,Radio,Summer Sale,7148,563,1
64,76031,10,113,2606,1185,330,7,Male,Email,Winter Sale,4119,976,1
28,87156,15,3863,3368,1186,962,2,Female,Radio,Summer Sale,8539,525,0
35,97404,6,6480,3929,1187,979,2,Male,Email,Fall Sale,3614,5,1
46,66650,18,9941,3862,1188,180,2,Male,Social Media,Summer Sale,5713,577,1
38,53622,2,2040,2386,1189,726,6,Female,TV,Winter Sale,8662,961,0
59,62244,9,4133,3713,1190,466,4,Male,Radio,Winter Sale,6108,456,0
37,54863,11,2285,4216,1191,934,2,Male,Direct Mail,Fall Sale,6752,751,1
31,91807,16,5967,3984,1192,158,9,Male,Email,Summer Sale,1353,353,1
37,31418,17,4545,4414,1193,364,9,Male,Radio,Spring Sale,7386,406,0
44,49097,11,3455,2806,1194,249,8,Male,Email,Winter Sale,5429,560,0
56,68194,15,5685,1963,1195,964,9,Female,TV,Winter Sale,8021,358,1
50,69654,1,5448,3356,1196,555,1,Male,Email,Winter Sale,5892,947,1
62,75809,7,8595,778,1197,165,3,Male,TV,Winter Sale,5134,925,0
53,72161,14,6686,2962,1198,821,4,Female,TV,Summer Sale,2265,609,1
41,74915,7,9703,145,1199,457,8,Male,Direct Mail,Winter Sale,2073,597,1
54,74286,10,9074,474,1200,419,9,Male,Direct Mail,Fall Sale,2316,631,1
62,37785,16,4437,1508,1201,679,9,Male,Social Media,Spring Sale,2859,256,0
33,51368,15,7098,2268,1202,334,9,Female,TV,Fall Sale,4771,100,1
52,66972,12,2272,562,1203,902,4,Male,Direct Mail,Spring Sale,6597,886,1
67,67828,8,1024,83,1204,939,7,Male,TV,Summer Sale,4557,731,0
47,87186,18,5935,4698,1205,441,4,Male,Email,Summer Sale,9821,475,1
59,36034,9,6824,3234,1206,820,5,Female,Email,Spring Sale,1436,615,0
64,68312,5,9668,2387,1207,549,2,Male,Direct Mail,Spring Sale,4390,619,1
61,68559,17,8295,4571,1208,540,1,Female,Social Media,Fall Sale,2695,662,1
18,37704,10,6499,4415,1209,576,2,Male,Direct Mail,Fall Sale,6417,146,1
38,34887,19,5146,4738,1210,376,9,Female,Email,Spring Sale,4808,274,0
47,76080,9,3924,2442,1211,968,2,Female,Radio,Fall Sale,4864,724,1
49,96217,17,3036,2894,1212,225,4,Male,TV,Spring Sale,1438,599,0
41,58338,1,5459,4351,1213,290,7,Female,Direct Mail,Winter Sale,8759,908,0
45,48420,8,1379,4401,1214,516,2,Male,Email,Spring Sale,5564,300,0
67,74387,5,694,4394,1215,113,6,Female,TV,Fall Sale,4158,868,0
18,73335,5,2051,78,1216,346,7,Female,TV,Spring Sale,7208,159,0
51,54079,5,3707,485,1217,279,5,Female,TV,Winter Sale,6103,309,0
26,34635,10,3486,1502,1218,748,3,Male,TV,Winter Sale,2686,236,0
44,51274,8,401,4174,1219,965,5,Male,Email,Winter Sale,9909,811,0
54,72173,19,979,521,1220,221,9,Female,Social Media,Summer Sale,3052,703,0
41,96439,12,3099,1544,1221,593,5,Female,Social Media,Summer Sale,5570,668,0
20,71201,10,5904,4750,1222,136,6,Male,Radio,Fall Sale,4054,32,1
41,57599,8,4655,4950,1223,627,6,Female,Email,Summer Sale,5556,619,0
25,33249,10,9762,229,1224,526,9,Female,Social Media,Winter Sale,2506,532,1
62,75071,15,9649,510,1225,279,5,Male,Social Media,Fall Sale,4297,238,0
27,75052,13,7032,2883,1226,399,3,Female,Radio,Winter Sale,2873,720,1
23,71492,18,3700,2677,1227,396,5,Female,Social Media,Summer Sale,3168,561,1
30,61218,3,1298,3490,1228,735,2,Female,Radio,Fall Sale,1460,945,1
68,42768,7,813,4866,1229,194,4,Male,Social Media,Winter Sale,3242,828,1
22,79701,11,2871,2937,1230,282,5,Male,Email,Summer Sale,2531,661,1
28,67540,8,3730,3288,1231,838,9,Male,Direct Mail,Summer Sale,1752,700,1
28,62115,17,8783,4071,1232,723,4,Male,Direct Mail,Winter Sale,6193,978,0
18,64251,11,4331,984,1233,977,8,Male,Email,Fall Sale,2528,172,1
35,43870,19,9428,3607,1234,608,2,Male,Radio,Spring Sale,1174,973,1
21,40834,19,9526,4990,1235,248,8,Female,Social Media,Fall Sale,4076,123,0
49,92864,2,1511,1334,1236,597,7,Male,TV,Summer Sale,9187,568,0
46,86992,5,3406,2816,1237,734,8,Female,Social Media,Summer Sale,7483,357,1
64,84751,1,7872,2413,1238,373,3,Female,Radio,Summer Sale,3888,966,0
69,33182,16,4282,2068,1239,927,3,Male,Radio,Spring Sale,5030,866,0
43,96051,16,6629,3745,1240,985,3,Male,TV,Spring Sale,7009,830,1
41,97509,3,8874,4946,1241,627,2,Male,Direct Mail,Spring Sale,9882,530,0
34,70798,15,8447,3318,1242,564,9,Female,TV,Winter Sale,5820,515,1
47,75562,1,5945,3153,1243,403,9,Male,Direct Mail,Fall Sale,9036,77,1
47,34482,11,618,2384,1244,416,8,Female,Social Media,Fall Sale,1063,6,1
21,71383,1,9405,4680,1245,560,2,Male,Radio,Spring Sale,4173,331,1
31,83482,17,1749,286,1246,253,8,Male,Social Media,Spring Sale,7215,671,1
59,66740,7,3433,1994,1247,225,3,Female,Social Media,Fall Sale,1618,881,0
42,77320,16,2552,921,1248,232,4,Female,Radio,Summer Sale,4615,495,0
34,30630,19,7674,4370,1249,332,8,Female,Direct Mail,Summer Sale,3016,798,1
18,84606,12,4375,3164,1250,191,4,Female,TV,Fall Sale,5235,275,0
30,33416,16,9455,147,1251,166,5,Male,Social Media,Fall Sale,5513,583,0
23,47527,5,8071,2256,1252,858,1,Female,Email,Winter Sale,2370,774,1
49,68231,5,9811,3012,1253,437,5,Male,Email,Summer Sale,7871,700,1
68,35505,18,5756,210,1254,850,7,Female,Social Media,Spring Sale,7445,676,1
58,62404,8,9586,1332,1255,729,2,Male,Direct Mail,Winter Sale,4720,360,1
26,49732,16,1385,3177,1256,999,2,Male,Social Media,Winter Sale,5624,195,1
63,45010,8,1187,4638,1257,744,4,Male,Radio,Spring Sale,8033,203,1
38,93333,7,2168,1757,1258,176,9,Male,Social Media,Spring Sale,9154,485,1
46,91319,8,7626,518,1259,857,7,Male,Direct Mail,Summer Sale,7907,530,1
58,66539,3,1432,3106,1260,663,2,Male,Direct Mail,Summer Sale,6781,460,1
40,64406,8,9965,2012,1261,204,1,Female,Radio,Summer Sale,6569,477,0
46,87416,11,3474,2469,1262,987,3,Female,Direct Mail,Spring Sale,3235,265,0
50,84227,4,4741,1820,1263,931,7,Female,Social Media,Summer Sale,5854,995,1
32,64965,14,2487,879,1264,262,7,Female,Radio,Spring Sale,7074,426,0
31,54701,17,8325,4098,1265,446,1,Female,Radio,Spring Sale,5863,619,0
51,76300,7,5465,2878,1266,267,9,Male,Email,Summer Sale,8356,823,0
48,59373,9,5864,2589,1267,661,4,Female,Email,Spring Sale,4743,189,1
52,60831,19,9182,3589,1268,846,3,Female,Social Media,Winter Sale,5677,376,0
53,72175,5,3722,4976,1269,420,2,Female,Radio,Summer Sale,1427,430,1
27,48951,12,2553,2829,1270,984,2,Female,Radio,Spring Sale,6044,187,1
27,98171,3,637,402,1271,516,1,Female,Email,Spring Sale,5051,107,1
69,89346,14,8283,504,1272,743,9,Female,Direct Mail,Winter Sale,4502,100,1
36,82832,19,9926,3184,1273,501,4,Female,Social Media,Fall Sale,7961,882,1
52,44308,17,5797,2639,1274,435,4,Female,Email,Winter Sale,8950,685,1
19,59429,17,3603,2415,1275,183,6,Female,Email,Winter Sale,6856,173,0
37,65787,1,3807,1309,1276,267,7,Male,Social Media,Summer Sale,1244,988,1
62,86396,6,8337,3458,1277,949,4,Female,Email,Winter Sale,9315,341,1
30,95591,18,1386,3633,1278,847,2,Female,Radio,Winter Sale,7915,383,0
48,82562,14,2013,2460,1279,414,2,Female,Radio,Winter Sale,1530,906,1
49,79448,7,8432,1796,1280,592,8,Female,Radio,Winter Sale,3203,996,1
28,55185,14,9048,3610,1281,435,2,Female,Social Media,Winter Sale,6921,851,0
68,87891,6,9801,1195,1282,352,1,Male,Direct Mail,Spring Sale,7865,133,1
66,34233,3,1686,1122,1283,600,8,Male,Radio,Fall Sale,9721,267,1
56,73701,12,4579,4106,1284,907,5,Male,TV,Summer Sale,8941,747,1
29,64664,15,482,2794,1285,359,8,Male,Radio,Summer Sale,4196,791,1
28,46853,10,491,1972,1286,218,8,Female,Social Media,Fall Sale,3447,139,1
43,49112,3,9807,3111,1287,806,3,Male,Direct Mail,Fall Sale,4853,705,0
34,49738,11,6419,238,1288,434,4,Female,Email,Spring Sale,7749,125,0
19,40285,12,7661,1739,1289,462,8,Female,TV,Winter Sale,6371,696,1
18,38064,14,7635,272,1290,848,1,Female,Social Media,Spring Sale,4927,834,0
48,30983,4,1784,566,1291,515,7,Female,Social Media,Winter Sale,6628,165,0
31,86842,19,6039,1303,1292,852,6,Female,Social Media,Winter Sale,3215,743,0
29,79439,9,2858,3456,1293,652,9,Female,Direct Mail,Spring Sale,8916,529,0
64,89774,1,8493,1958,1294,556,2,Male,Email,Summer Sale,9356,987,0
48,64180,7,814,3387,1295,474,1,Male,Radio,Winter Sale,1881,274,0
53,73334,11,3359,61,1296,852,5,Male,Radio,Summer Sale,4728,46,0
19,46497,10,2879,3342,1297,958,2,Male,Email,Spring Sale,7079,462,1
20,96521,4,5289,3284,1298,607,2,Male,TV,Winter Sale,8670,763,1
24,51727,16,2832,2039,1299,849,5,Male,Radio,Fall Sale,8237,687,0
62,54767,19,9227,4938,1300,862,5,Female,Radio,Winter Sale,7386,550,1
49,40666,11,166,1701,1301,940,3,Female,Radio,Spring Sale,2617,784,0
53,41187,13,1789,3410,1302,783,3,Male,Social Media,Fall Sale,4914,741,1
51,90238,5,2258,4018,1303,210,3,Female,Radio,Fall Sale,8416,749,1
48,46405,15,1016,2386,1304,921,6,Male,Radio,Summer Sale,9582,906,1
65,45202,14,7180,3034,1305,461,5,Female,Direct Mail,Winter Sale,6158,597,0
55,69176,13,3555,3553,1306,491,2,Male,TV,Spring Sale,5711,519,1
20,63369,18,4388,2338,1307,523,8,Female,Direct Mail,Summer Sale,4399,804,0
67,51469,7,347,1887,1308,182,6,Female,Social Media,Winter Sale,6543,450,1
61,88988,4,9683,3648,1309,187,7,Female,TV,Winter Sale,6740,295,1
46,39212,5,8391,677,1310,525,8,Male,TV,Winter Sale,8500,996,0
44,99722,14,1860,426,1311,464,9,Female,Email,Fall Sale,2368,584,1
50,42457,9,4143,830,1312,294,5,Male,Email,Summer Sale,3353,708,1
51,83346,11,1230,2293,1313,677,7,Female,Email,Winter Sale,1625,50,0
40,83297,16,2013,2035,1314,401,1,Female,TV,Summer Sale,8303,853,0
19,40282,3,8987,3421,1315,921,6,Male,Social Media,Spring Sale,5010,142,0
58,95834,6,7019,1977,1316,809,8,Male,Radio,Spring Sale,4197,485,0
48,48862,15,1698,1815,1317,176,9,Female,Social Media,Spring Sale,9621,773,1
47,99874,5,8230,2821,1318,158,4,Male,Radio,Summer Sale,9842,651,1
29,45035,1,5717,1848,1319,635,7,Male,TV,Spring Sale,9798,676,0
27,86384,8,993,1403,1320,398,8,Male,Direct Mail,Fall Sale,7539,689,1
54,44088,10,3031,2495,1321,390,4,Female,Direct Mail,Summer Sale,1242,428,0
18,35902,8,1820,384,1322,471,2,Female,Social Media,Spring Sale,7444,112,1
53,76480,10,5005,902,1323,282,6,Female,Email,Summer Sale,1199,143,0
42,75971,6,453,603,1324,144,1,Male,Radio,Summer Sale,7162,449,1
57,55218,13,3247,4961,1325,258,1,Female,Email,Fall Sale,1448,34,1
47,68709,3,2523,2422,1326,509,2,Male,Direct Mail,Winter Sale,3753,516,1
21,82069,15,1206,2157,1327,278,2,Female,Direct Mail,Spring Sale,8207,849,0
18,35724,15,3669,4552,1328,588,2,Male,TV,Summer Sale,9848,159,1
67,56181,14,422,285,1329,621,2,Male,Social Media,Summer Sale,6382,479,0
44,90865,18,2490,1410,1330,284,6,Male,Social Media,Spring Sale,9836,70,0
27,62169,12,3669,3396,1331,249,7,Female,Radio,Fall Sale,1403,130,1
38,85894,18,9088,2642,1332,999,4,Male,Direct Mail,Fall Sale,1843,958,0
69,91367,18,8153,2908,1333,499,5,Male,TV,Fall Sale,8202,785,1
40,36563,4,1057,2564,1334,296,8,Male,TV,Fall Sale,9245,980,1
48,79257,18,446,1906,1335,123,9,Female,Radio,Spring Sale,6584,676,1
67,54414,14,6203,3238,1336,928,4,Male,Social Media,Summer Sale,1582,447,1
43,55196,2,8722,825,1337,487,8,Female,Social Media,Spring Sale,9115,12,1
57,85080,12,8019,4050,1338,672,9,Male,Email,Summer Sale,2187,629,1
46,75539,17,9856,3142,1339,138,7,Female,Radio,Winter Sale,3495,287,1
21,41561,3,7005,3353,1340,836,7,Female,TV,Winter Sale,5089,323,0
23,44428,15,6848,1540,1341,368,9,Male,Email,Spring Sale,8578,502,1
32,70327,6,1398,54,1342,632,8,Male,Direct Mail,Spring Sale,1532,827,1
19,34750,11,5475,4162,1343,811,5,Female,Email,Winter Sale,3321,317,0
57,34285,2,8493,3714,1344,677,1,Male,Email,Summer Sale,3729,245,0
23,75225,6,6672,2001,1345,661,3,Male,Radio,Fall Sale,8666,175,1
56,64828,19,4963,2203,1346,628,9,Female,Email,Winter Sale,9905,473,1
27,37574,19,7776,2763,1347,860,6,Female,Direct Mail,Summer Sale,2208,846,1
27,65527,19,5858,2293,1348,611,4,Female,Social Media,Summer Sale,9438,126,1
45,72444,16,4824,1515,1349,674,3,Female,Email,Spring Sale,4213,440,1
30,60954,9,6416,3008,1350,842,1,Female,Email,Winter Sale,7778,132,0
65,98005,17,8494,4555,1351,471,1,Female,TV,Winter Sale,1082,416,1
19,32276,9,5786,212,1352,362,9,Male,Email,Spring Sale,5338,629,1
61,40523,19,6927,4539,1353,572,2,Male,TV,Winter Sale,7085,816,0
26,37227,11,6846,3619,1354,310,3,Male,Social Media,Summer Sale,6136,101,1
42,64843,1,7180,1877,1355,140,4,Female,TV,Summer Sale,9818,203,1
38,66949,16,8371,4502,1356,190,3,Male,Social Media,Fall Sale,4768,592,0
53,72258,2,2936,3957,1357,544,4,Male,Email,Summer Sale,3488,102,0
60,65678,7,8779,1763,1358,740,1,Male,TV,Summer Sale,6242,242,0
50,65729,12,3824,3539,1359,392,6,Female,TV,Spring Sale,6861,735,1
37,47364,15,2141,3351,1360,249,5,Male,TV,Winter Sale,5153,202,0
40,78258,5,9043,4211,1361,549,6,Male,Email,Spring Sale,6095,505,1
21,38054,1,7466,4389,1362,311,6,Female,Social Media,Summer Sale,1599,86,0
40,74147,9,2571,58,1363,613,5,Female,TV,Summer Sale,3535,764,1
54,57913,12,6746,4337,1364,797,3,Male,Social Media,Winter Sale,9271,175,0
24,98932,13,8049,541,1365,101,5,Male,Direct Mail,Summer Sale,7933,424,0
39,40949,7,8663,2824,1366,817,5,Male,Social Media,Summer Sale,7984,103,0
56,88841,15,9051,2448,1367,117,3,Male,Direct Mail,Winter Sale,9946,511,1
58,51073,4,7429,810,1368,521,7,Female,Social Media,Spring Sale,1684,299,0
19,47632,10,8911,3247,1369,439,1,Male,Email,Fall Sale,1024,656,0
30,51434,1,4720,2727,1370,606,2,Male,TV,Fall Sale,9350,884,1
35,69479,12,138,670,1371,957,6,Male,Email,Fall Sale,3431,931,1
36,31367,7,8070,4017,1372,414,9,Female,Email,Summer Sale,9689,242,0
22,56791,13,8015,1277,1373,327,9,Male,Social Media,Spring Sale,4916,69,1
53,78145,16,9615,165,1374,751,1,Male,Email,Summer Sale,7763,609,1
65,55200,2,1405,669,1375,645,8,Male,TV,Fall Sale,1875,114,1
21,47307,14,6468,2565,1376,910,2,Female,Email,Summer Sale,7288,22,1
23,49186,12,5080,2899,1377,381,3,Male,Direct Mail,Spring Sale,2260,684,0
